step_weight_mean,step_weight_std,step_weight_min,step_weight_max,teacher_confidence_mean,normalized_confidence_mean,consistency_loss,fusion_gate_rnn_mean,fusion_gate_attn_mean,fusion_gate_query_mean,decay_gamma_mean,decay_gamma_std
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
